ID_Transacao,Item,Valor_Item,Data,Hora
27,Feijoada Completa,55.0,2025-01-17,19:00:00
27,Prato Feito (PF),28.0,2025-01-17,19:00:00
27,Arroz Carreteiro,38.0,2025-01-17,19:00:00
28,Caipirinha de Limão,22.0,2025-01-22,12:00:00
28,Prato Feito (PF),28.0,2025-01-22,12:00:00
28,Suco de Laranja,9.0,2025-01-22,12:00:00
28,Feijoada Completa,55.0,2025-01-22,12:00:00
29,Caipirinha de Limão,22.0,2025-01-05,16:00:00
29,Cerveja Artesanal,18.0,2025-01-05,16:00:00
29,Feijoada Completa,55.0,2025-01-05,16:00:00
30,Água de Coco,10.0,2025-01-01,11:00:00
30,Café Coado,6.0,2025-01-01,11:00:00
31,Água de Coco,10.0,2025-01-16,14:00:00
31,Caipirinha de Limão,22.0,2025-01-16,14:00:00
31,Feijoada Completa,55.0,2025-01-16,14:00:00
31,Cerveja Artesanal,18.0,2025-01-16,14:00:00
31,Brigadeiro Gourmet,8.0,2025-01-16,14:00:00
32,Suco de Laranja,9.0,2025-01-29,18:00:00
33,Caipirinha de Limão,22.0,2025-01-29,17:00:00
33,Moqueca de Peixe,75.0,2025-01-29,17:00:00
33,Suco de Laranja,9.0,2025-01-29,17:00:00
33,Feijoada Completa,55.0,2025-01-29,17:00:00
34,Arroz Carreteiro,38.0,2025-01-07,13:00:00
34,Água de Coco,10.0,2025-01-07,13:00:00
35,Caipirinha de Limão,22.0,2025-01-23,17:00:00
36,Guaraná Antarctica,7.0,2025-01-30,13:00:00
36,Pudim de Leite,12.0,2025-01-30,13:00:00
36,Caipirinha de Limão,22.0,2025-01-30,13:00:00
37,Pudim de Leite,12.0,2025-01-18,21:00:00
37,Prato Feito (PF),28.0,2025-01-18,21:00:00
37,Cerveja Artesanal,18.0,2025-01-18,21:00:00
37,Arroz Carreteiro,38.0,2025-01-18,21:00:00
37,Moqueca de Peixe,75.0,2025-01-18,21:00:00
38,Feijoada Completa,55.0,2025-01-16,22:00:00
39,Prato Feito (PF),28.0,2025-01-03,11:00:00
39,Água de Coco,10.0,2025-01-03,11:00:00
39,Pudim de Leite,12.0,2025-01-03,11:00:00
40,Caipirinha de Limão,22.0,2025-01-13,17:00:00
40,Suco de Laranja,9.0,2025-01-13,17:00:00
40,Feijoada Completa,55.0,2025-01-13,17:00:00
41,Suco de Laranja,9.0,2025-01-06,12:00:00
42,Guaraná Antarctica,7.0,2025-01-13,11:00:00
42,Pudim de Leite,12.0,2025-01-13,11:00:00
42,Feijoada Completa,55.0,2025-01-13,11:00:00
43,Prato Feito (PF),28.0,2025-01-13,22:00:00
43,Arroz Carreteiro,38.0,2025-01-13,22:00:00
43,Suco de Laranja,9.0,2025-01-13,22:00:00
43,Pudim de Leite,12.0,2025-01-13,22:00:00
44,Brigadeiro Gourmet,8.0,2025-01-25,19:00:00
44,Arroz Carreteiro,38.0,2025-01-25,19:00:00
44,Prato Feito (PF),28.0,2025-01-25,19:00:00
45,Suco de Laranja,9.0,2025-01-22,12:00:00
45,Pudim de Leite,12.0,2025-01-22,12:00:00
45,Caipirinha de Limão,22.0,2025-01-22,12:00:00
46,Prato Feito (PF),28.0,2025-01-14,17:00:00
46,Suco de Laranja,9.0,2025-01-14,17:00:00
47,Suco de Laranja,9.0,2025-01-04,20:00:00
48,Prato Feito (PF),28.0,2025-01-11,18:00:00
48,Pudim de Leite,12.0,2025-01-11,18:00:00
48,Café Coado,6.0,2025-01-11,18:00:00
49,Pão de Queijo (Porção),15.0,2025-01-05,22:00:00
49,Suco de Laranja,9.0,2025-01-05,22:00:00
50,Prato Feito (PF),28.0,2025-01-20,22:00:00
50,Pudim de Leite,12.0,2025-01-20,22:00:00
50,Caipirinha de Limão,22.0,2025-01-20,22:00:00
51,Arroz Carreteiro,38.0,2025-01-28,12:00:00
52,Pudim de Leite,12.0,2025-01-22,14:00:00
52,Caipirinha de Limão,22.0,2025-01-22,14:00:00
52,Feijoada Completa,55.0,2025-01-22,14:00:00
52,Prato Feito (PF),28.0,2025-01-22,14:00:00
52,Coxinha de Frango,10.0,2025-01-22,14:00:00
53,Caipirinha de Limão,22.0,2025-01-31,18:00:00
53,Prato Feito (PF),28.0,2025-01-31,18:00:00
53,Brigadeiro Gourmet,8.0,2025-01-31,18:00:00
53,Feijoada Completa,55.0,2025-01-31,18:00:00
54,Caipirinha de Limão,22.0,2025-01-09,16:00:00
54,Água de Coco,10.0,2025-01-09,16:00:00
54,Cerveja Artesanal,18.0,2025-01-09,16:00:00
54,Feijoada Completa,55.0,2025-01-09,16:00:00
55,Moqueca de Peixe,75.0,2025-01-27,22:00:00
56,Água de Coco,10.0,2025-01-29,18:00:00
56,Pudim de Leite,12.0,2025-01-29,18:00:00
56,Feijoada Completa,55.0,2025-01-29,18:00:00
56,Prato Feito (PF),28.0,2025-01-29,18:00:00
56,Coxinha de Frango,10.0,2025-01-29,18:00:00
57,Brigadeiro Gourmet,8.0,2025-01-19,14:00:00
57,Prato Feito (PF),28.0,2025-01-19,14:00:00
58,Arroz Carreteiro,38.0,2025-01-11,13:00:00
59,Água de Coco,10.0,2025-01-13,13:00:00
59,Feijoada Completa,55.0,2025-01-13,13:00:00
60,Brigadeiro Gourmet,8.0,2025-01-16,14:00:00
60,Arroz Carreteiro,38.0,2025-01-16,14:00:00
60,Caipirinha de Limão,22.0,2025-01-16,14:00:00
61,Guaraná Antarctica,7.0,2025-01-05,20:00:00
61,Água de Coco,10.0,2025-01-05,20:00:00
61,Caipirinha de Limão,22.0,2025-01-05,20:00:00
62,Prato Feito (PF),28.0,2025-01-29,22:00:00
62,Pão de Queijo (Porção),15.0,2025-01-29,22:00:00
62,Pudim de Leite,12.0,2025-01-29,22:00:00
62,Feijoada Completa,55.0,2025-01-29,22:00:00
63,Caipirinha de Limão,22.0,2025-01-23,20:00:00
63,Pão de Queijo (Porção),15.0,2025-01-23,20:00:00
63,Água de Coco,10.0,2025-01-23,20:00:00
63,Feijoada Completa,55.0,2025-01-23,20:00:00
64,Caipirinha de Limão,22.0,2025-01-13,17:00:00
64,Guaraná Antarctica,7.0,2025-01-13,17:00:00
64,Café Coado,6.0,2025-01-13,17:00:00
64,Feijoada Completa,55.0,2025-01-13,17:00:00
65,Moqueca de Peixe,75.0,2025-01-28,18:00:00
65,Café Coado,6.0,2025-01-28,18:00:00
66,Brigadeiro Gourmet,8.0,2025-01-29,12:00:00
66,Moqueca de Peixe,75.0,2025-01-29,12:00:00
66,Pudim de Leite,12.0,2025-01-29,12:00:00
67,Caipirinha de Limão,22.0,2025-01-02,13:00:00
67,Pão de Queijo (Porção),15.0,2025-01-02,13:00:00
67,Feijoada Completa,55.0,2025-01-02,13:00:00
68,Guaraná Antarctica,7.0,2025-01-26,21:00:00
68,Suco de Laranja,9.0,2025-01-26,21:00:00
69,Prato Feito (PF),28.0,2025-01-07,11:00:00
70,Caipirinha de Limão,22.0,2025-01-12,18:00:00
70,Feijoada Completa,55.0,2025-01-12,18:00:00
70,Coxinha de Frango,10.0,2025-01-12,18:00:00
70,Suco de Laranja,9.0,2025-01-12,18:00:00
70,Arroz Carreteiro,38.0,2025-01-12,18:00:00
71,Prato Feito (PF),28.0,2025-01-02,18:00:00
71,Coxinha de Frango,10.0,2025-01-02,18:00:00
72,Guaraná Antarctica,7.0,2025-01-28,11:00:00
72,Caipirinha de Limão,22.0,2025-01-28,11:00:00
72,Feijoada Completa,55.0,2025-01-28,11:00:00
72,Moqueca de Peixe,75.0,2025-01-28,11:00:00
72,Pão de Queijo (Porção),15.0,2025-01-28,11:00:00
73,Guaraná Antarctica,7.0,2025-01-20,13:00:00
73,Moqueca de Peixe,75.0,2025-01-20,13:00:00
73,Pão de Queijo (Porção),15.0,2025-01-20,13:00:00
74,Prato Feito (PF),28.0,2025-01-08,20:00:00
74,Água de Coco,10.0,2025-01-08,20:00:00
74,Pudim de Leite,12.0,2025-01-08,20:00:00
75,Guaraná Antarctica,7.0,2025-01-07,22:00:00
75,Coxinha de Frango,10.0,2025-01-07,22:00:00
76,Prato Feito (PF),28.0,2025-01-04,18:00:00
76,Guaraná Antarctica,7.0,2025-01-04,18:00:00
76,Cerveja Artesanal,18.0,2025-01-04,18:00:00
76,Pudim de Leite,12.0,2025-01-04,18:00:00
77,Guaraná Antarctica,7.0,2025-01-17,20:00:00
77,Café Coado,6.0,2025-01-17,20:00:00
78,Pudim de Leite,12.0,2025-01-27,11:00:00
78,Caipirinha de Limão,22.0,2025-01-27,11:00:00
78,Feijoada Completa,55.0,2025-01-27,11:00:00
78,Brigadeiro Gourmet,8.0,2025-01-27,11:00:00
78,Pão de Queijo (Porção),15.0,2025-01-27,11:00:00
79,Água de Coco,10.0,2025-01-31,18:00:00
80,Caipirinha de Limão,22.0,2025-01-03,12:00:00
80,Moqueca de Peixe,75.0,2025-01-03,12:00:00
80,Coxinha de Frango,10.0,2025-01-03,12:00:00
80,Feijoada Completa,55.0,2025-01-03,12:00:00
81,Café Coado,6.0,2025-01-05,17:00:00
82,Prato Feito (PF),28.0,2025-01-14,18:00:00
82,Guaraná Antarctica,7.0,2025-01-14,18:00:00
82,Pão de Queijo (Porção),15.0,2025-01-14,18:00:00
82,Pudim de Leite,12.0,2025-01-14,18:00:00
83,Prato Feito (PF),28.0,2025-01-04,15:00:00
83,Brigadeiro Gourmet,8.0,2025-01-04,15:00:00
83,Pudim de Leite,12.0,2025-01-04,15:00:00
84,Prato Feito (PF),28.0,2025-01-09,17:00:00
84,Arroz Carreteiro,38.0,2025-01-09,17:00:00
84,Coxinha de Frango,10.0,2025-01-09,17:00:00
84,Pudim de Leite,12.0,2025-01-09,17:00:00
85,Feijoada Completa,55.0,2025-01-20,13:00:00
86,Cerveja Artesanal,18.0,2025-01-09,21:00:00
87,Prato Feito (PF),28.0,2025-01-04,17:00:00
87,Moqueca de Peixe,75.0,2025-01-04,17:00:00
87,Pudim de Leite,12.0,2025-01-04,17:00:00
88,Feijoada Completa,55.0,2025-01-04,11:00:00
89,Caipirinha de Limão,22.0,2025-01-27,16:00:00
89,Feijoada Completa,55.0,2025-01-27,16:00:00
89,Prato Feito (PF),28.0,2025-01-27,16:00:00
89,Arroz Carreteiro,38.0,2025-01-27,16:00:00
89,Pão de Queijo (Porção),15.0,2025-01-27,16:00:00
90,Caipirinha de Limão,22.0,2025-01-19,16:00:00
90,Feijoada Completa,55.0,2025-01-19,16:00:00
90,Suco de Laranja,9.0,2025-01-19,16:00:00
90,Arroz Carreteiro,38.0,2025-01-19,16:00:00
90,Moqueca de Peixe,75.0,2025-01-19,16:00:00
91,Pudim de Leite,12.0,2025-01-26,19:00:00
91,Feijoada Completa,55.0,2025-01-26,19:00:00
92,Guaraná Antarctica,7.0,2025-01-13,15:00:00
92,Pudim de Leite,12.0,2025-01-13,15:00:00
92,Prato Feito (PF),28.0,2025-01-13,15:00:00
92,Coxinha de Frango,10.0,2025-01-13,15:00:00
92,Suco de Laranja,9.0,2025-01-13,15:00:00
93,Caipirinha de Limão,22.0,2025-01-23,16:00:00
93,Coxinha de Frango,10.0,2025-01-23,16:00:00
93,Café Coado,6.0,2025-01-23,16:00:00
93,Feijoada Completa,55.0,2025-01-23,16:00:00
94,Café Coado,6.0,2025-01-27,20:00:00
95,Caipirinha de Limão,22.0,2025-01-27,18:00:00
95,Moqueca de Peixe,75.0,2025-01-27,18:00:00
95,Pudim de Leite,12.0,2025-01-27,18:00:00
95,Feijoada Completa,55.0,2025-01-27,18:00:00
96,Arroz Carreteiro,38.0,2025-01-29,11:00:00
96,Pão de Queijo (Porção),15.0,2025-01-29,11:00:00
96,Suco de Laranja,9.0,2025-01-29,11:00:00
97,Pudim de Leite,12.0,2025-01-05,21:00:00
98,Prato Feito (PF),28.0,2025-01-19,17:00:00
98,Suco de Laranja,9.0,2025-01-19,17:00:00
99,Caipirinha de Limão,22.0,2025-01-10,21:00:00
99,Cerveja Artesanal,18.0,2025-01-10,21:00:00
99,Feijoada Completa,55.0,2025-01-10,21:00:00
100,Água de Coco,10.0,2025-01-25,22:00:00
100,Suco de Laranja,9.0,2025-01-25,22:00:00
101,Prato Feito (PF),28.0,2025-01-30,18:00:00
101,Moqueca de Peixe,75.0,2025-01-30,18:00:00
101,Coxinha de Frango,10.0,2025-01-30,18:00:00
101,Pudim de Leite,12.0,2025-01-30,18:00:00
102,Prato Feito (PF),28.0,2025-01-26,17:00:00
102,Arroz Carreteiro,38.0,2025-01-26,17:00:00
102,Pudim de Leite,12.0,2025-01-26,17:00:00
102,Guaraná Antarctica,7.0,2025-01-26,17:00:00
103,Água de Coco,10.0,2025-01-26,13:00:00
104,Prato Feito (PF),28.0,2025-01-03,11:00:00
104,Brigadeiro Gourmet,8.0,2025-01-03,11:00:00
104,Caipirinha de Limão,22.0,2025-01-03,11:00:00
105,Caipirinha de Limão,22.0,2025-01-08,12:00:00
105,Pudim de Leite,12.0,2025-01-08,12:00:00
105,Café Coado,6.0,2025-01-08,12:00:00
105,Feijoada Completa,55.0,2025-01-08,12:00:00
106,Prato Feito (PF),28.0,2025-01-05,19:00:00
106,Água de Coco,10.0,2025-01-05,19:00:00
106,Pudim de Leite,12.0,2025-01-05,19:00:00
107,Prato Feito (PF),28.0,2025-01-16,20:00:00
107,Coxinha de Frango,10.0,2025-01-16,20:00:00
107,Caipirinha de Limão,22.0,2025-01-16,20:00:00
108,Suco de Laranja,9.0,2025-01-22,11:00:00
108,Café Coado,6.0,2025-01-22,11:00:00
109,Pudim de Leite,12.0,2025-01-03,15:00:00
110,Brigadeiro Gourmet,8.0,2025-01-07,20:00:00
110,Suco de Laranja,9.0,2025-01-07,20:00:00
110,Caipirinha de Limão,22.0,2025-01-07,20:00:00
111,Feijoada Completa,55.0,2025-01-05,19:00:00
112,Moqueca de Peixe,75.0,2025-01-21,20:00:00
112,Suco de Laranja,9.0,2025-01-21,20:00:00
112,Feijoada Completa,55.0,2025-01-21,20:00:00
113,Prato Feito (PF),28.0,2025-01-16,16:00:00
113,Guaraná Antarctica,7.0,2025-01-16,16:00:00
113,Pudim de Leite,12.0,2025-01-16,16:00:00
113,Café Coado,6.0,2025-01-16,16:00:00
114,Moqueca de Peixe,75.0,2025-01-03,11:00:00
114,Cerveja Artesanal,18.0,2025-01-03,11:00:00
115,Prato Feito (PF),28.0,2025-01-10,21:00:00
115,Cerveja Artesanal,18.0,2025-01-10,21:00:00
116,Moqueca de Peixe,75.0,2025-01-28,13:00:00
116,Coxinha de Frango,10.0,2025-01-28,13:00:00
116,Feijoada Completa,55.0,2025-01-28,13:00:00
117,Pão de Queijo (Porção),15.0,2025-01-14,17:00:00
117,Cerveja Artesanal,18.0,2025-01-14,17:00:00
117,Suco de Laranja,9.0,2025-01-14,17:00:00
118,Brigadeiro Gourmet,8.0,2025-01-16,11:00:00
118,Suco de Laranja,9.0,2025-01-16,11:00:00
118,Caipirinha de Limão,22.0,2025-01-16,11:00:00
118,Feijoada Completa,55.0,2025-01-16,11:00:00
119,Prato Feito (PF),28.0,2025-01-16,18:00:00
119,Moqueca de Peixe,75.0,2025-01-16,18:00:00
119,Pudim de Leite,12.0,2025-01-16,18:00:00
119,Caipirinha de Limão,22.0,2025-01-16,18:00:00
120,Pão de Queijo (Porção),15.0,2025-01-24,18:00:00
120,Água de Coco,10.0,2025-01-24,18:00:00
121,Suco de Laranja,9.0,2025-01-21,11:00:00
121,Caipirinha de Limão,22.0,2025-01-21,11:00:00
122,Prato Feito (PF),28.0,2025-01-13,14:00:00
122,Cerveja Artesanal,18.0,2025-01-13,14:00:00
123,Moqueca de Peixe,75.0,2025-01-26,13:00:00
123,Suco de Laranja,9.0,2025-01-26,13:00:00
123,Feijoada Completa,55.0,2025-01-26,13:00:00
124,Caipirinha de Limão,22.0,2025-01-27,18:00:00
124,Feijoada Completa,55.0,2025-01-27,18:00:00
125,Café Coado,6.0,2025-01-10,13:00:00
125,Feijoada Completa,55.0,2025-01-10,13:00:00
126,Pão de Queijo (Porção),15.0,2025-01-09,21:00:00
127,Coxinha de Frango,10.0,2025-01-18,22:00:00
127,Água de Coco,10.0,2025-01-18,22:00:00
127,Feijoada Completa,55.0,2025-01-18,22:00:00
128,Caipirinha de Limão,22.0,2025-01-08,11:00:00
128,Suco de Laranja,9.0,2025-01-08,11:00:00
128,Feijoada Completa,55.0,2025-01-08,11:00:00
129,Prato Feito (PF),28.0,2025-01-18,12:00:00
129,Arroz Carreteiro,38.0,2025-01-18,12:00:00
129,Pudim de Leite,12.0,2025-01-18,12:00:00
130,Café Coado,6.0,2025-01-12,21:00:00
131,Moqueca de Peixe,75.0,2025-01-13,16:00:00
131,Água de Coco,10.0,2025-01-13,16:00:00
131,Feijoada Completa,55.0,2025-01-13,16:00:00
132,Caipirinha de Limão,22.0,2025-01-23,18:00:00
132,Pudim de Leite,12.0,2025-01-23,18:00:00
132,Café Coado,6.0,2025-01-23,18:00:00
132,Feijoada Completa,55.0,2025-01-23,18:00:00
133,Caipirinha de Limão,22.0,2025-01-17,11:00:00
134,Moqueca de Peixe,75.0,2025-01-05,21:00:00
134,Cerveja Artesanal,18.0,2025-01-05,21:00:00
134,Café Coado,6.0,2025-01-05,21:00:00
135,Guaraná Antarctica,7.0,2025-01-19,20:00:00
135,Pudim de Leite,12.0,2025-01-19,20:00:00
135,Caipirinha de Limão,22.0,2025-01-19,20:00:00
135,Feijoada Completa,55.0,2025-01-19,20:00:00
135,Prato Feito (PF),28.0,2025-01-19,20:00:00
136,Caipirinha de Limão,22.0,2025-01-21,11:00:00
136,Moqueca de Peixe,75.0,2025-01-21,11:00:00
136,Guaraná Antarctica,7.0,2025-01-21,11:00:00
136,Feijoada Completa,55.0,2025-01-21,11:00:00
137,Pudim de Leite,12.0,2025-01-15,17:00:00
137,Café Coado,6.0,2025-01-15,17:00:00
137,Prato Feito (PF),28.0,2025-01-15,17:00:00
137,Coxinha de Frango,10.0,2025-01-15,17:00:00
137,Arroz Carreteiro,38.0,2025-01-15,17:00:00
138,Moqueca de Peixe,75.0,2025-01-22,21:00:00
138,Café Coado,6.0,2025-01-22,21:00:00
139,Caipirinha de Limão,22.0,2025-01-20,16:00:00
139,Cerveja Artesanal,18.0,2025-01-20,16:00:00
139,Feijoada Completa,55.0,2025-01-20,16:00:00
140,Prato Feito (PF),28.0,2025-01-01,18:00:00
140,Guaraná Antarctica,7.0,2025-01-01,18:00:00
140,Pudim de Leite,12.0,2025-01-01,18:00:00
140,Arroz Carreteiro,38.0,2025-01-01,18:00:00
141,Cerveja Artesanal,18.0,2025-01-09,19:00:00
141,Água de Coco,10.0,2025-01-09,19:00:00
141,Feijoada Completa,55.0,2025-01-09,19:00:00
142,Água de Coco,10.0,2025-01-18,17:00:00
142,Pudim de Leite,12.0,2025-01-18,17:00:00
142,Caipirinha de Limão,22.0,2025-01-18,17:00:00
142,Feijoada Completa,55.0,2025-01-18,17:00:00
142,Suco de Laranja,9.0,2025-01-18,17:00:00
143,Prato Feito (PF),28.0,2025-01-06,22:00:00
143,Guaraná Antarctica,7.0,2025-01-06,22:00:00
143,Moqueca de Peixe,75.0,2025-01-06,22:00:00
143,Pudim de Leite,12.0,2025-01-06,22:00:00
144,Arroz Carreteiro,38.0,2025-01-21,18:00:00
145,Caipirinha de Limão,22.0,2025-01-15,13:00:00
145,Pudim de Leite,12.0,2025-01-15,13:00:00
145,Feijoada Completa,55.0,2025-01-15,13:00:00
146,Moqueca de Peixe,75.0,2025-01-15,13:00:00
147,Caipirinha de Limão,22.0,2025-01-05,11:00:00
147,Feijoada Completa,55.0,2025-01-05,11:00:00
147,Prato Feito (PF),28.0,2025-01-05,11:00:00
147,Arroz Carreteiro,38.0,2025-01-05,11:00:00
147,Pão de Queijo (Porção),15.0,2025-01-05,11:00:00
148,Caipirinha de Limão,22.0,2025-01-26,15:00:00
148,Prato Feito (PF),28.0,2025-01-26,15:00:00
148,Feijoada Completa,55.0,2025-01-26,15:00:00
149,Moqueca de Peixe,75.0,2025-01-14,18:00:00
149,Coxinha de Frango,10.0,2025-01-14,18:00:00
150,Guaraná Antarctica,7.0,2025-01-17,22:00:00
150,Arroz Carreteiro,38.0,2025-01-17,22:00:00
150,Suco de Laranja,9.0,2025-01-17,22:00:00
151,Prato Feito (PF),28.0,2025-01-07,19:00:00
151,Café Coado,6.0,2025-01-07,19:00:00
152,Caipirinha de Limão,22.0,2025-01-14,15:00:00
152,Suco de Laranja,9.0,2025-01-14,15:00:00
152,Pudim de Leite,12.0,2025-01-14,15:00:00
152,Feijoada Completa,55.0,2025-01-14,15:00:00
153,Feijoada Completa,55.0,2025-01-19,20:00:00
154,Caipirinha de Limão,22.0,2025-01-26,13:00:00
154,Cerveja Artesanal,18.0,2025-01-26,13:00:00
154,Guaraná Antarctica,7.0,2025-01-26,13:00:00
154,Feijoada Completa,55.0,2025-01-26,13:00:00
155,Guaraná Antarctica,7.0,2025-01-23,18:00:00
156,Pudim de Leite,12.0,2025-01-20,20:00:00
156,Caipirinha de Limão,22.0,2025-01-20,20:00:00
156,Prato Feito (PF),28.0,2025-01-20,20:00:00
156,Coxinha de Frango,10.0,2025-01-20,20:00:00
156,Pão de Queijo (Porção),15.0,2025-01-20,20:00:00
157,Cerveja Artesanal,18.0,2025-01-29,15:00:00
157,Caipirinha de Limão,22.0,2025-01-29,15:00:00
158,Prato Feito (PF),28.0,2025-01-19,18:00:00
158,Arroz Carreteiro,38.0,2025-01-19,18:00:00
158,Pudim de Leite,12.0,2025-01-19,18:00:00
159,Prato Feito (PF),28.0,2025-01-08,15:00:00
159,Café Coado,6.0,2025-01-08,15:00:00
160,Arroz Carreteiro,38.0,2025-01-20,16:00:00
160,Caipirinha de Limão,22.0,2025-01-20,16:00:00
161,Prato Feito (PF),28.0,2025-01-22,14:00:00
161,Pão de Queijo (Porção),15.0,2025-01-22,14:00:00
162,Moqueca de Peixe,75.0,2025-01-01,20:00:00
163,Prato Feito (PF),28.0,2025-01-30,18:00:00
163,Coxinha de Frango,10.0,2025-01-30,18:00:00
163,Pudim de Leite,12.0,2025-01-30,18:00:00
163,Caipirinha de Limão,22.0,2025-01-30,18:00:00
164,Brigadeiro Gourmet,8.0,2025-01-31,15:00:00
164,Moqueca de Peixe,75.0,2025-01-31,15:00:00
164,Guaraná Antarctica,7.0,2025-01-31,15:00:00
165,Caipirinha de Limão,22.0,2025-01-05,22:00:00
165,Prato Feito (PF),28.0,2025-01-05,22:00:00
165,Feijoada Completa,55.0,2025-01-05,22:00:00
166,Moqueca de Peixe,75.0,2025-01-31,21:00:00
166,Caipirinha de Limão,22.0,2025-01-31,21:00:00
167,Moqueca de Peixe,75.0,2025-01-04,17:00:00
167,Feijoada Completa,55.0,2025-01-04,17:00:00
168,Prato Feito (PF),28.0,2025-01-25,13:00:00
168,Moqueca de Peixe,75.0,2025-01-25,13:00:00
168,Pudim de Leite,12.0,2025-01-25,13:00:00
168,Pão de Queijo (Porção),15.0,2025-01-25,13:00:00
169,Caipirinha de Limão,22.0,2025-01-29,14:00:00
169,Prato Feito (PF),28.0,2025-01-29,14:00:00
169,Cerveja Artesanal,18.0,2025-01-29,14:00:00
169,Feijoada Completa,55.0,2025-01-29,14:00:00
170,Pão de Queijo (Porção),15.0,2025-01-11,21:00:00
170,Cerveja Artesanal,18.0,2025-01-11,21:00:00
171,Caipirinha de Limão,22.0,2025-01-05,14:00:00
171,Suco de Laranja,9.0,2025-01-05,14:00:00
171,Feijoada Completa,55.0,2025-01-05,14:00:00
172,Prato Feito (PF),28.0,2025-01-08,11:00:00
172,Café Coado,6.0,2025-01-08,11:00:00
172,Caipirinha de Limão,22.0,2025-01-08,11:00:00
173,Caipirinha de Limão,22.0,2025-01-24,21:00:00
173,Prato Feito (PF),28.0,2025-01-24,21:00:00
